"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MTSS1",5.6529261634257e-07,-1.08265805574643,0.061,0.144,0.00786208970809246
"IRF2",5.96371613084443e-07,1.30649681305345,0.18,0.087,0.00829433639477843
"LMNB1",6.07765382354296e-07,1.75038289964726,0.102,0.032,0.00845280093778355
"MYL6",6.09199822143574e-07,-0.350348780359373,0.798,0.879,0.00847275112637283
"TRIM21",6.19145833983536e-07,2.10057977014517,0.087,0.023,0.00861108025904301
"CXXC5",6.43011497867974e-07,-1.86698143136782,0.027,0.089,0.00894300391234778
"MMP7",6.55494777266463e-07,-8.48386233202563,0,0.032,0.00911662136222196
"PSMA3",6.64442793128823e-07,0.732528649591074,0.35,0.232,0.00924107036683567
"LY9",7.09226475778789e-07,-0.779354292365742,0.145,0.255,0.00986392182513139
"HES4",7.19769793392058e-07,1.77160040647473,0.085,0.022,0.0100105582864967
"CKLF",7.7170141792729e-07,-2.17641404377818,0.022,0.079,0.0107328233205327
"BCL11A",7.91642216207446e-07,2.15175575614075,0.078,0.018,0.0110101599430132
"NPM1",9.38515243485261e-07,-0.363579275062312,0.685,0.789,0.013052870006393
"STOM",9.95995392898854e-07,2.49903658378649,0.065,0.012,0.0138523039244373
"EEF1D",9.96018805753359e-07,-0.326312402725478,0.847,0.908,0.0138526295504177
"MB21D1",1.00895983988695e-06,1.94708533643644,0.084,0.022,0.0140326134531478
"IRF9",1.02108315967892e-06,1.19987969777431,0.161,0.074,0.0142012245848145
"MRPL44",1.04065991812691e-06,1.47548110875985,0.191,0.101,0.014473498141309
"NACA",1.21762801844614e-06,-0.267108791668132,0.879,0.926,0.016934770480549
"CD52",1.3365433258062e-06,-0.862675044057819,0.168,0.277,0.0185886445753127
"L3HYPDH",1.39532428904515e-06,2.80118298081926,0.057,0.008,0.0194061702120399
"LTA4H",1.47705590872784e-06,-1.20741642638283,0.057,0.133,0.0205428935785868
"SEPT7",1.48532748672568e-06,-0.564318523191664,0.41,0.537,0.0206579346853808
"PIK3IP1",1.63603770773547e-06,-1.25817494718978,0.051,0.122,0.022754012439185
"PARP10",1.69326562124767e-06,3.78912847687066,0.05,0.005,0.0235499382603125
"AIM2",1.6951718897049e-06,1.14697138583127,0.183,0.092,0.0235764506420157
"BLZF1",1.72248999202773e-06,2.27511594471923,0.084,0.023,0.0239563908091217
"CNP",1.86550093417422e-06,2.33381411741324,0.086,0.025,0.0259453869924951
"ECH1",2.13558337298353e-06,-0.815795626744513,0.184,0.29,0.0297016935514549
"ARRDC2",2.1768904628986e-06,-1.45377127537231,0.042,0.107,0.0302761925579937
"RBBP7",2.2268034216457e-06,-0.955271682230534,0.102,0.191,0.0309703819882484
"TRIM38",2.33639793334138e-06,1.37700006637677,0.134,0.057,0.032494622456912
"SOBP",2.43002774204839e-06,7.40877716382891,0.037,0,0.033796825836409
"EID1",2.50990580849297e-06,-0.804518772842039,0.14,0.24,0.0349077699845202
"CBWD2",2.51685412173827e-06,1.18341692102412,0.12,0.049,0.0350044071251358
"LDHA",2.56807002929617e-06,-0.562373908774374,0.389,0.5,0.0357167179674511
"RNASEH2B",2.68045420834147e-06,0.911604074239638,0.23,0.136,0.0372797571296131
"RPL24",2.91528971433086e-06,-0.284323923385944,0.832,0.883,0.0405458493469136
"PIM1",3.07303453004629e-06,-1.45026047654318,0.038,0.101,0.0427397642438838
"EMP3",3.80877852622144e-06,-0.439287927411371,0.554,0.678,0.0529724917426877
"UBE2F",4.17286355333065e-06,1.4050329290462,0.164,0.084,0.0580361862997226
"LMO4",4.32407733269384e-06,2.37315901675143,0.069,0.017,0.060139267543106
"CHCHD10",4.39904763278419e-06,-1.56569443909339,0.057,0.126,0.0611819544767625
"RALB",4.55357857109969e-06,3.30610100807721,0.043,0.003,0.0633311707668544
"JUN",4.99795704187354e-06,-1.09327394179689,0.133,0.221,0.0695115865383772
"IL1RN",5.65042630834404e-06,7.14773911252141,0.034,0,0.078586129096449
"CD69",5.70586148171701e-06,1.14959744104103,0.351,0.258,0.0793571214877201
"REL",5.86149830824814e-06,-0.667915929402373,0.262,0.376,0.0815217184711152
"ZC3HAV1",5.9890811063963e-06,1.77863136436681,0.104,0.04,0.0832961400277597
"LSM7",6.32848211454875e-06,-0.619000137330877,0.274,0.386,0.088016529249144
"SLC25A5",6.50883113373933e-06,-0.480623398560089,0.407,0.539,0.0905248234080466
"GPR183",6.70204773450325e-06,-0.578611586413385,0.305,0.421,0.0932120798914712
"PRCD",6.92925927154727e-06,-3.13531733138208,0.004,0.037,0.0963721379486794
"BZW2",7.17311149465376e-06,-1.01862762142757,0.078,0.156,0.0997636346676445
"ATP5F1",7.48797752661471e-06,-0.672030859486429,0.201,0.302,0.104142791440157
"RPL41",7.57574800439992e-06,-0.780062410807329,0.134,0.228,0.105363503245194
"FIS1",7.67674202720199e-06,-0.959038568538038,0.091,0.173,0.106768128114325
"HDAC1",7.96076999371135e-06,-1.44835778366835,0.059,0.126,0.110718389072537
"AZI2",8.06334607876976e-06,1.63538056116047,0.082,0.025,0.11214501726353
"E2F5",8.6165122664536e-06,6.98662112358743,0.033,0,0.119838452601837
"H3F3A",8.75759056893006e-06,-1.09043222481101,0.065,0.138,0.121800569632679
"TLR10",8.86913732137919e-06,-2.20435978673228,0.013,0.055,0.123351961865742
"IFT57",8.94466106092169e-06,-1.07605467616043,0.104,0.186,0.124402346035299
"MOV10",9.29498557107931e-06,3.27493636406531,0.044,0.005,0.129274659322571
"FAM43A",9.39386936243078e-06,-2.20946862766341,0.013,0.055,0.130649935092687
"BCL2L14",9.5778540138764e-06,5.02304248103942,0.037,0.002,0.133208793624993
"LYL1",1.03780332504907e-05,-1.87589766738879,0.025,0.076,0.144337686447825
"GADD45B",1.06579478441737e-05,0.896839939840712,0.253,0.158,0.148230738616768
"PIM3",1.08909421451332e-05,-0.64387817969977,0.189,0.295,0.151471223354513
"FERMT3",1.11383825889553e-05,-1.6828751934686,0.025,0.076,0.154912625047191
"MTHFD2",1.13580098476414e-05,0.908651018810804,0.191,0.106,0.157967200960997
"TPGS2",1.14973999514915e-05,-1.36864944280453,0.035,0.092,0.159905838525344
"RPS28",1.15028956966264e-05,-0.273970491642046,0.753,0.844,0.15998227334868
"COPS6",1.16874976307531e-05,-0.801666001931059,0.164,0.257,0.162549717048514
"SRGN",1.17455538257083e-05,0.286796858900711,0.714,0.601,0.163357162607951
"CNPY3",1.23383413907401e-05,-0.832665288209517,0.14,0.23,0.171601652062414
"TNFRSF13C",1.23994674835317e-05,-1.63153219063987,0.026,0.077,0.17245179376096
"TRADD",1.26212210340169e-05,0.86108299055722,0.225,0.136,0.175535942141107
"NFKB1",1.27283389792661e-05,-0.841498877118495,0.102,0.185,0.177025738523632
"IL8",1.28136032470693e-05,-2.09707672847024,0.005,0.039,0.178211593960239
"RAB8A",1.3092066076911e-05,0.886584658790566,0.244,0.151,0.182084454997679
"TAPBP",1.34017586755632e-05,0.715833502513225,0.277,0.176,0.186391659659733
"RPS6KA1",1.36793267046131e-05,-3.90356897762989,0.003,0.032,0.190252075807759
"CD83",1.37449414278093e-05,-0.392373658071398,0.54,0.648,0.191164645377972
"EXOC2",1.38475870873561e-05,3.14250371235743,0.043,0.005,0.192592241210948
"ACTG1",1.38543124620099e-05,-0.383795115930158,0.538,0.653,0.192685777721634
"EVI2A",1.41685036653997e-05,-0.98972623711816,0.085,0.161,0.197055548978379
"EEF1B2",1.41715644078569e-05,-0.328773709053388,0.77,0.836,0.197098117784474
"CYB5A",1.41858758865812e-05,-1.13312253261646,0.051,0.116,0.197297161830571
"ITGA4",1.47370341907626e-05,1.59378649464374,0.102,0.04,0.204962671525127
"CD2AP",1.47748220358581e-05,2.57117727560013,0.056,0.012,0.205488224874714
"PSMA5",1.57808651650089e-05,0.55425843584773,0.45,0.351,0.219480272714943
"FAM159A",1.59360319784037e-05,-0.717115911013671,0.08,0.156,0.221638332755638
"HSPA5",1.61210436621157e-05,-0.739672056050572,0.243,0.347,0.224211475252705
"TDRD7",1.62600026736946e-05,2.01754556823901,0.068,0.018,0.226144117185745
"PSAP",1.64196645649055e-05,-0.803418331667518,0.176,0.27,0.228364694768706
"ZNF706",1.67852920111637e-05,-0.598693717945717,0.291,0.398,0.233449841291265
"PPP1CA",1.69836888571003e-05,-0.613984243946255,0.326,0.428,0.236209144624551
"LGALS1",1.72616140213284e-05,-0.964917828125521,0.168,0.262,0.240074527808636
"IMPDH2",1.7321412952645e-05,-0.685091487255307,0.175,0.27,0.240906211345387
"NDUFA13",1.76120828617045e-05,-0.590742873758492,0.236,0.336,0.244948848440586
"GCNT2",1.81995603589782e-05,2.9224638516374,0.046,0.007,0.253119485472669
"SNX5",2.00218192494965e-05,-1.10535435348064,0.054,0.117,0.278463462121997
"TTC3",2.1477948488299e-05,-1.3279237155818,0.069,0.136,0.298715307575263
"CYB561A3",2.15359752598779e-05,-1.5360651317578,0.042,0.099,0.299522343914382
"SYNGR2",2.18088395260009e-05,-0.428995824330012,0.364,0.482,0.303317340127621
"ALPK1",2.2276384285939e-05,4.51962869952345,0.034,0.002,0.309819952648839
"TMEM256",2.25064972640528e-05,-1.34239269039356,0.038,0.094,0.313020363948447
"RAC2",2.30803665981634e-05,0.917759779746597,0.23,0.141,0.321001738647256
"UBXN2A",2.31053404227031e-05,1.92690503560985,0.069,0.02,0.321349074598954
"OFD1",2.36551503847606e-05,0.896811114906868,0.223,0.138,0.32899583155125
"PRDX2",2.37373360687977e-05,-1.03311039533073,0.069,0.138,0.330138870044839
"CCT3",2.44610849166712e-05,-0.446811501959958,0.309,0.43,0.340204769021063
"FDPS",2.50550490273412e-05,-0.990961280362245,0.102,0.178,0.348465621872262
"APOL3",2.59228419953429e-05,1.7580166430079,0.072,0.022,0.360534886471229
"RIN3",2.60022802148527e-05,-2.89655787950317,0.004,0.034,0.361639713228171
"SLC35A5",2.60039774219501e-05,1.63679386622621,0.077,0.025,0.361663317984482
"C4orf3",2.67925412724587e-05,0.642917599259186,0.38,0.282,0.372630664017355
"DENND1B",2.909458484835e-05,2.14468477316738,0.063,0.017,0.404647486070852
"PET117",2.96512703435053e-05,-2.01188789295447,0.013,0.052,0.412389867937472
"FABP5",2.97603386108324e-05,-0.578194010235111,0.167,0.263,0.413906789399457
"CTA-384D8.34",2.99039292461657e-05,1.75782994543124,0.086,0.032,0.415903847955673
"PTPN1",3.25998504314168e-05,0.844101923949263,0.243,0.156,0.453398719800145
"TRIM5",3.31192446848544e-05,2.78123623731925,0.04,0.005,0.460622455076955
"POLR2G",3.31349255237293e-05,-0.809746958742008,0.127,0.213,0.460840544184027
"GSTK1",3.34515204085115e-05,0.878526582896092,0.206,0.124,0.465243745841578
"DNAAF2",3.35041131145236e-05,-1.10744050627435,0.042,0.099,0.465975205196794
"SNRNP25",3.3760228902961e-05,-1.54515689184285,0.026,0.074,0.469537263582382
"GABARAP",3.39420903574128e-05,-1.10554608009736,0.056,0.119,0.472066592690897
"BRI3",3.39569972505302e-05,-1.74621182709771,0.013,0.052,0.472273917760374
"TUBA1B",3.42804092436561e-05,-0.397023605336652,0.232,0.342,0.476771931760769
"HSPA1A",3.4692181560358e-05,1.85268641986747,0.108,0.047,0.482498861141459
"BCAS4",3.48864789992208e-05,-1.10521137780464,0.048,0.107,0.485201149921163
"AP2M1",3.50651509300671e-05,-0.539238407484985,0.209,0.312,0.487686119135373
"MCM5",3.67339185884393e-05,-1.0018948547877,0.052,0.114,0.510895339728014
"EMD",3.80364116139807e-05,-1.05882143550009,0.06,0.124,0.529010412727244
"JTB",3.85574238786462e-05,-0.473226890880289,0.343,0.451,0.536256651304211
"LMNA",3.85754007848723e-05,-1.13573125923807,0.073,0.143,0.536506674116004
"RP1-313I6.12",3.98662051024059e-05,-2.44949292039539,0.009,0.044,0.554459180564262
"BLK",4.02185285080627e-05,-1.03641873209717,0.05,0.109,0.559359294490136
"SIVA1",4.05443264736134e-05,-0.797730887482825,0.106,0.185,0.563890492595015
"MOB1A",4.07635581179441e-05,0.63769905645277,0.337,0.24,0.566939566304366
"CHMP4B",4.07903347403596e-05,-0.730770161630363,0.157,0.248,0.567311975568921
"LRMP",4.18949579501514e-05,-1.60704585016849,0.029,0.077,0.582675075170705
"RPL39",4.34056748712607e-05,-0.96353689665548,0.061,0.126,0.603686126109494
"MGST3",4.49737036552712e-05,-1.34391023862992,0.05,0.107,0.625494270437512
"IRAK2",4.55865957123863e-05,-2.46736157070111,0.005,0.035,0.634018373167869
"PDCL3",4.67998727226937e-05,-0.823908234446187,0.124,0.201,0.650892629827224
"GLIPR2",4.82005582261142e-05,2.18576435967161,0.052,0.012,0.670373363808796
"SRSF5",4.88099686840475e-05,-0.622391516356307,0.274,0.367,0.678849044457733
"ARL2BP",4.9122352084886e-05,-1.06392011727584,0.055,0.116,0.683193672796594
"BAZ1A",4.95546780719103e-05,0.681184561022074,0.275,0.183,0.689206462624129
"TARBP1",5.03814642877536e-05,2.87953640526395,0.046,0.008,0.700705405314078
"RNF138",5.10429789019975e-05,1.63850635982224,0.097,0.04,0.709905750568982
"RDH14",5.21001772807043e-05,0.947223501075761,0.189,0.114,0.724609265620035
"LIMD2",5.21016571235196e-05,-0.403142880364815,0.414,0.51,0.724629847273911
"TUFM",5.3264495434063e-05,-0.58579211186075,0.253,0.354,0.740802602496948
"NELFCD",5.37211043899636e-05,-0.918537674017475,0.05,0.109,0.747153119855614
"DUSP5",5.7696851529964e-05,1.5174924887229,0.074,0.025,0.802447811078739
"CCSER1",6.01200767677074e-05,1.93020537337955,0.057,0.015,0.836150027685274
"SQSTM1",6.36436185537015e-05,-0.64276572880323,0.273,0.369,0.885155446844881
"EIF3D",6.62055824189159e-05,-0.607520539090703,0.206,0.302,0.920787240282282
"RBM42",6.65427363812755e-05,-0.868892137519809,0.099,0.173,0.92547637759078
"LITAF",6.71609353565314e-05,0.410457100390293,0.336,0.242,0.934074288938638
"TRIM14",6.74762501491854e-05,2.50073371942916,0.051,0.012,0.93845968707487
"BTG3",6.94940223330933e-05,0.897702604387107,0.125,0.06,0.966522862608662
"KLF6",7.0589247765109e-05,0.5179944588886,0.268,0.178,0.981755257917135
"CYP2J2",7.12304779469845e-05,6.88974012733047,0.026,0,0.99067348728666
"TMEM14C",7.1703307256216e-05,-1.25366417750427,0.048,0.104,0.997249597319452
"ATP6V0B",7.24976964472067e-05,-0.494382117284853,0.328,0.428,1
"NUDCD1",7.43332147735567e-05,1.18205950550566,0.106,0.047,1
"BIN1",7.4644575895692e-05,-1.77391577223757,0.02,0.06,1
"PPP2R2A",7.49208080318507e-05,1.03645364148209,0.158,0.087,1
"RAB4A",7.50765946972312e-05,-1.07052410610883,0.052,0.111,1
"BBX",7.54621849891922e-05,0.812882638637168,0.218,0.139,1
"ARL6IP4",7.62612582170117e-05,-0.712553469022818,0.172,0.258,1
"TKT",8.14387823448701e-05,-0.961629688661713,0.08,0.146,1
"ANP32B",8.20739979669088e-05,-0.573160382126706,0.231,0.327,1
"OSGEP",8.48489099049601e-05,-0.89579090995192,0.06,0.121,1
"TSR3",8.54066607257048e-05,-1.38757740715778,0.031,0.079,1
"MRPS23",8.70235611482003e-05,-0.664929491274385,0.132,0.215,1
"ORAI3",8.8201720915384e-05,-1.66274816224332,0.021,0.062,1
"RBX1",8.9261669583739e-05,0.514333617000374,0.406,0.31,1
"HOPX",9.20443923570378e-05,-2.62565972313781,0.01,0.044,1
"POU2F2",9.61143816719189e-05,-0.883912210723397,0.072,0.136,1
"S1PR4",9.73486991695746e-05,-1.24284344602104,0.04,0.092,1
"PEA15",9.81301490304323e-05,-0.914955671983682,0.064,0.126,1
"RELB",9.84997509671147e-05,-1.20526220235747,0.074,0.138,1
"ANXA7",0.000100705846707611,-0.479539155970556,0.235,0.329,1
"YPEL3",0.000101173590954456,-1.28914474560579,0.034,0.082,1
"ENDOD1",0.000101603244814815,2.12631499649434,0.05,0.012,1
"BBC3",0.000102398523771999,-3.45908967950347,0.003,0.027,1
"CSTB",0.000103929374218757,-0.580191543619387,0.205,0.299,1
"RORA",0.000105094552542511,-2.91356651925891,0.003,0.027,1
"CDKN2D",0.000109247643519471,1.65566873516564,0.067,0.022,1
"APOL2",0.000113053706172711,1.93213378992761,0.05,0.012,1
"IFNGR2",0.000114834258320279,-0.528698280579191,0.117,0.191,1
"SLC50A1",0.000116458076734882,-1.01188340684274,0.077,0.141,1
"GABARAPL2",0.000117269800185839,-0.573646401110486,0.285,0.383,1
"APOBEC3G",0.000120133226157587,0.559043454468668,0.338,0.247,1
"MS4A1",0.000120133456981196,-0.45483929195354,0.433,0.527,1
"NCOR1",0.000120365427431492,-0.6248914111234,0.171,0.255,1
"DECR1",0.000124134002546927,0.925338204334443,0.172,0.102,1
"SLC25A3",0.000126964660400126,-0.491419508934224,0.296,0.408,1
"BAD",0.00012943514088346,-2.15772922091467,0.012,0.045,1
"CTSA",0.000130370977425043,-0.962710236921405,0.034,0.082,1
"C14orf119",0.000131109153637732,-0.564102751665306,0.151,0.233,1
"EIF4A2",0.000131426628616565,-0.331500957849514,0.516,0.609,1
"PRDX6",0.000133184619542173,-0.554685588071191,0.187,0.275,1
"FKBP1A",0.000134461703774227,-0.485417298115887,0.275,0.372,1
"CDC42SE2",0.000139682777764303,0.717567940935189,0.201,0.122,1
"CCM2",0.000140150494648343,-1.18158821322275,0.055,0.111,1
"FBXO7",0.000142790993474495,0.740204262513717,0.213,0.136,1
"CRK",0.00014350722763645,-1.52361403512327,0.012,0.045,1
"MASTL",0.000143991492654782,2.33243280274686,0.039,0.007,1
"SFR1",0.000144783895169916,-1.89251544223047,0.016,0.052,1
"MVP",0.000145312742578463,1.07629292636617,0.128,0.065,1
"HMGB2",0.000151852753995575,-0.830838127693209,0.09,0.156,1
"ATP5D",0.000152321819637411,-0.5451095695426,0.249,0.334,1
"LPAR5",0.000157412524231711,-2.45668275351126,0.005,0.032,1
"RNF145",0.00015741765400983,-0.965633241828258,0.051,0.106,1
"PTPN4",0.000162604263001834,-2.18633182935715,0.005,0.032,1
"VIM",0.000163069903525118,-0.39649085894288,0.505,0.609,1
"FAM50A",0.000167629402918929,-1.23820287119804,0.047,0.099,1
"DUSP4",0.000168086664767461,-0.484230458189977,0.133,0.213,1
"PTPRCAP",0.000171424515552805,-0.718127217642022,0.205,0.287,1
"NME4",0.000171815638611694,-1.90804554458455,0.018,0.055,1
"MACROD2",0.000171998659692596,2.54077394598268,0.035,0.005,1
"CYSTM1",0.000173461919555456,-0.586338756315038,0.23,0.317,1
"CBWD1",0.000173802201966519,1.33943268637925,0.117,0.06,1
"JUP",0.000175265051462169,3.58154310353297,0.031,0.003,1
"PARK7",0.000177605935292015,-0.345031120857373,0.479,0.565,1
"TMEM50A",0.000178940349160339,0.565228815713841,0.356,0.263,1
"SUSD3",0.000178989150227239,3.65220961575666,0.031,0.003,1
"USP15",0.000185952698634125,0.848598817487238,0.166,0.096,1
"GRHPR",0.000191363706600557,-1.03897104068044,0.055,0.109,1
"ACAT2",0.000193264561065936,-1.4016569837224,0.029,0.072,1
"S100A8",0.000195730524581067,-4.13371082473164,0.003,0.025,1
"RAB7L1",0.00019726377300501,1.33544703247053,0.115,0.059,1
"PHF12",0.000197297803239459,-4.24573900756748,0.001,0.022,1
"SECISBP2L",0.000198065847092571,1.11508989250816,0.09,0.039,1
"SDF2L1",0.000205572693185377,-1.00261790159785,0.116,0.185,1
"MRPL15",0.000208214718181641,-0.696446486590189,0.124,0.196,1
"DAPP1",0.000210395411310854,0.728555912742926,0.18,0.109,1
"PATL2",0.000221877223628472,2.22929746079608,0.038,0.007,1
"NAMPT",0.000224453180442021,1.2068919598594,0.142,0.081,1
"SPPL2A",0.000224895025563866,0.983759853640596,0.151,0.087,1
"CHRNB1",0.000230261137373344,2.04457742667949,0.05,0.013,1
"MORF4L2",0.000230705823036071,-0.673055359756881,0.133,0.208,1
"ANAPC5",0.000231068496570124,-0.756413238118558,0.093,0.158,1
"SCML4",0.000232140062469186,3.62631205395516,0.034,0.005,1
"C9orf142",0.000235937242119277,-1.33971906897806,0.033,0.077,1
"STRA13",0.000239553670291657,-1.03056465511825,0.056,0.111,1
"MIA3",0.00024757780630411,1.14371752744459,0.114,0.057,1
"SDR39U1",0.000247978673801079,-1.10865846193885,0.03,0.074,1
"POLR2F",0.000255106632146397,-0.741657384407949,0.12,0.191,1
"SH3GLB1",0.000258685594608738,0.709342453917678,0.179,0.109,1
"PLEKHB2",0.000270356772544272,1.09985083446389,0.133,0.074,1
"TIA1",0.00027305330772337,1.10963560496863,0.084,0.035,1
"SNX9",0.000275846519655809,-0.700513387396879,0.159,0.235,1
"C17orf58",0.00028014988526681,-3.14569212634168,0.005,0.03,1
"IL23A",0.000280841443352277,-2.80388606316559,0.005,0.03,1
"CXCL16",0.000281103017225944,-1.79938198524826,0.013,0.045,1
"IMP3",0.000296122764992861,-0.508218577335195,0.189,0.277,1
"EIF4EBP1",0.000296206497387165,-0.806105960827038,0.09,0.153,1
"TBX21",0.000298891582915596,2.66788833130114,0.037,0.007,1
"SASH3",0.000300476157537065,-2.19656259285022,0.014,0.047,1
"ADRB2",0.000313253935400223,2.4329219466255,0.037,0.007,1
"POLD2",0.000316163525035623,-0.674254475297302,0.125,0.198,1
"ATP6V1G1",0.00032393539624987,0.388100474150179,0.574,0.5,1
"QPCT",0.000338250407781561,-1.43720815204007,0.018,0.054,1
"LPIN2",0.000341278999776354,1.9050430683986,0.048,0.013,1
"SH3BGRL",0.000342283952937777,0.522043601121299,0.302,0.221,1
"ETFA",0.000349818064177748,-0.60978153792371,0.084,0.146,1
"MRTO4",0.00035929965601464,-0.70095116058732,0.089,0.153,1
"ATP6V1F",0.000361148106031797,-0.410863150379365,0.375,0.468,1
"SMARCB1",0.000363300949542992,-0.708237752530511,0.102,0.168,1
"PPIB",0.000365754783204272,-0.530591206138126,0.225,0.307,1
"GSTO1",0.000372395336554827,-0.511331392692279,0.137,0.213,1
"ATP5G3",0.000375199701560244,-0.708290717824851,0.206,0.28,1
"HEXDC",0.000375754206337384,2.73139806048603,0.033,0.005,1
"TMEM218",0.000376764946984228,-2.03872536036955,0.012,0.042,1
"RAB14",0.000380908723450405,0.98851574676366,0.123,0.067,1
"MS4A12",0.00038893889333449,7.01810853241143,0.021,0,1
"FAM195A",0.000392117144677164,-1.54408437794409,0.037,0.081,1
"TARDBP",0.000392629815029348,-1.29798855820586,0.055,0.106,1
"MRPS5",0.000394146422025794,-0.938490989792982,0.067,0.122,1
