"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LRCH4",0.14370026083982,-0.673529665729288,0.023,0.037,1
"MAP3K2",0.14371330762625,-0.960260578021296,0.012,0.022,1
"SMIM7",0.14377686807282,-0.319173351098786,0.09,0.114,1
"MAP4K4",0.143927103687117,-1.09044119260791,0.016,0.027,1
"USP9X",0.144153082407045,-0.835639588126273,0.021,0.034,1
"PCNXL4",0.144291001034039,0.845431230384142,0.022,0.012,1
"PREB",0.144315638316899,-0.445923047635049,0.027,0.042,1
"EGLN1",0.144331459632947,-0.963810292956676,0.02,0.032,1
"COX10",0.144586587051782,-0.681001158804044,0.012,0.022,1
"RPAP2",0.144613053680469,-0.533908088013967,0.023,0.037,1
"CDPF1",0.14476171989597,-0.899184995411722,0.012,0.022,1
"DDX47",0.144761729901843,-0.779973913564715,0.012,0.022,1
"RALGAPA1",0.145112503206239,-0.751595471017938,0.012,0.022,1
"TWF1",0.145288133820147,-0.914944278557885,0.012,0.022,1
"CRTC3",0.145401648205634,-1.07596798909402,0.017,0.029,1
"AKAP8",0.145420600588601,-0.927748598684396,0.014,0.025,1
"APOBEC3F",0.145603787179345,0.927647823622772,0.029,0.017,1
"PAOX",0.145700788593097,0.377249543969968,0.038,0.023,1
"LIPT1",0.145744843871343,-0.961829252857923,0.014,0.025,1
"JMJD4",0.145891675569793,-0.865310226849437,0.02,0.032,1
"EXOSC4",0.145906753319334,-0.608754109081595,0.065,0.086,1
"RPL7L1",0.145920329212983,-0.273689179948338,0.125,0.153,1
"METTL3",0.14594575799772,-0.708275747298921,0.021,0.034,1
"NOP2",0.146008421365813,0.548830750472789,0.046,0.03,1
"KIAA0947",0.146154110676231,-0.527229697385769,0.027,0.042,1
"SLC16A1",0.146168729693028,-0.667868293441106,0.012,0.022,1
"EAPP",0.146205108800369,-0.346807552647029,0.172,0.203,1
"RP11-452F19.3",0.146226781204355,-0.817752333872765,0.013,0.023,1
"C16orf91",0.146625860057039,-0.561783594074517,0.055,0.074,1
"RICTOR",0.146650029779339,0.663994108112181,0.035,0.022,1
"BIN3",0.146672059375897,-0.834072187012271,0.025,0.039,1
"CCNB1IP1",0.146699044321295,-0.438991436894038,0.012,0.022,1
"CTD-2037K23.2",0.146819856109675,0.910577646686949,0.022,0.012,1
"GALK1",0.146894810612252,-0.961837153534105,0.016,0.027,1
"HELZ",0.147166042189437,-0.71244092590346,0.022,0.035,1
"HMOX1",0.147298634570426,-0.928359658158251,0.017,0.029,1
"CLSTN1",0.147414768987307,-0.831656436981334,0.013,0.023,1
"FBXO3",0.147464768735873,-0.809725735178362,0.02,0.032,1
"RINL",0.147538083123565,-0.71973981834704,0.014,0.025,1
"NMRAL1",0.147585082099398,-0.878369235909336,0.013,0.023,1
"LSG1",0.147643509089733,-0.639732264080968,0.023,0.037,1
"PI4KB",0.148119114973718,-0.535172548438317,0.022,0.035,1
"TTF2",0.148158279297699,-0.829047464569562,0.016,0.027,1
"GNL1",0.148166563327997,-0.472402840029488,0.067,0.087,1
"HIAT1",0.148178388360262,0.441882749467317,0.129,0.106,1
"MED18",0.148267838755644,-0.70396256612617,0.013,0.023,1
"ZNF134",0.148298819421495,-0.696306615874083,0.012,0.022,1
"KLHL24",0.148369168319046,-0.860123076093341,0.017,0.029,1
"ATE1",0.148477391626447,-0.43738627522675,0.012,0.022,1
"ALKBH3",0.148523296008815,-0.844378363862072,0.014,0.025,1
"ADRBK2",0.148634214530402,-0.847440340950848,0.016,0.027,1
"SORL1",0.148793118773856,-0.846616278181306,0.016,0.027,1
"PLD4",0.148793118773856,-0.698860269293661,0.016,0.027,1
"DNM1L",0.148906074688202,-0.856392722558759,0.02,0.032,1
"AP1B1",0.149038820986007,0.432112358551464,0.022,0.012,1
"DNAJC17",0.149151797493248,-0.590520549038672,0.018,0.03,1
"LRRFIP2",0.14924813825515,-0.451062481460549,0.026,0.04,1
"PASK",0.149291503651681,-0.923959285566222,0.017,0.029,1
"UAP1",0.149322419712398,-0.591390138377337,0.04,0.057,1
"GALT",0.149776005924165,-0.79888818935803,0.02,0.032,1
"RPA3-AS1",0.149780107737625,-0.437551439581156,0.023,0.037,1
"USP5",0.149844710063214,-0.768054199405909,0.014,0.025,1
"ZNF32",0.149979742065329,-0.569013343533669,0.051,0.069,1
"TRAPPC12",0.150010525112051,-0.687761300076787,0.014,0.025,1
"CREG1",0.150177302043271,-0.510974482592748,0.022,0.035,1
"UBAP1",0.150376773423027,0.985756226499868,0.033,0.02,1
"PSMG2",0.150433532306436,0.327103531670519,0.24,0.213,1
"RAB34",0.150795813032753,-0.479427878759917,0.02,0.032,1
"BCAT2",0.150950364556407,-0.688351025935739,0.018,0.03,1
"MALT1",0.151006654494368,-0.360301067971649,0.022,0.035,1
"COPS7B",0.151046451628589,-0.393678926108097,0.026,0.04,1
"MIB2",0.151196495106342,-0.427221818345926,0.013,0.023,1
"SGSM3",0.151196495106342,-0.591694701883114,0.013,0.023,1
"WNK1",0.151240108381845,-0.36685926790519,0.026,0.04,1
"ZFX",0.151514375922846,-0.587781414833958,0.016,0.027,1
"DPH2",0.15156252293068,-0.633749848266208,0.04,0.057,1
"CRBN",0.15159703523441,-0.445226944773733,0.089,0.112,1
"DDX41",0.151704620121901,-0.508689214936425,0.018,0.03,1
"RP9",0.151711417758612,-0.646301209111606,0.021,0.034,1
"NDEL1",0.15196086526548,1.01499641554445,0.043,0.029,1
"COQ6",0.15201113153815,-0.637415826389884,0.014,0.025,1
"NELFA",0.152084745881056,-0.71447181212403,0.017,0.029,1
"EMC10",0.152206651179124,-0.404020365938448,0.044,0.062,1
"ZNF600",0.152321916931657,-0.864463479707318,0.016,0.027,1
"ELMOD3",0.152514443076342,-0.749648450366414,0.014,0.025,1
"POLRMT",0.152867664055818,-0.585237308341016,0.017,0.029,1
"ZNF200",0.153116522643684,1.50657596915068,0.02,0.01,1
"WDR13",0.15348255709136,-0.58230113577706,0.038,0.054,1
"AHCYL1",0.15375782538495,0.5981933372282,0.039,0.025,1
"TTC27",0.153791491186585,-0.558896652318366,0.021,0.034,1
"PAM",0.153866427398846,1.25247194646983,0.02,0.01,1
"CCNK",0.153908213681693,0.620877877338217,0.029,0.017,1
"TGFB1",0.154284638502374,-0.434790934574288,0.017,0.029,1
"PISD",0.154656483741537,-0.948139201218468,0.034,0.049,1
"LETMD1",0.154759174494529,-0.455026728326129,0.017,0.029,1
"ASTE1",0.154807730314079,1.23292380515057,0.02,0.01,1
"RPE",0.154908459891207,1.06612523195573,0.037,0.023,1
"CAT",0.15536820098493,-0.460278871505839,0.065,0.086,1
"IGJ",0.155424218522501,0.573214291200854,0.111,0.087,1
"DDIT4",0.155575768902775,-0.34318085168289,0.128,0.153,1
"MFF",0.155596034777535,-0.277015216615736,0.073,0.096,1
"PCYT1A",0.15575340054104,1.24212508815466,0.02,0.01,1
"FAM136A",0.155868664399809,-0.348868030504539,0.069,0.091,1
"FCRLA",0.15640927494135,-0.467263744787089,0.097,0.119,1
"E2F4",0.15646025249982,-0.311343955020263,0.06,0.081,1
"ATP5S",0.156931576013209,-0.680956761288201,0.039,0.055,1
"PLEKHO1",0.157598979833762,0.574242472066192,0.067,0.049,1
"PTPRA",0.157676738671878,-0.399338616415968,0.043,0.06,1
"NUBP1",0.157719264828627,-0.399241725762594,0.102,0.126,1
"DDX50",0.157780511113905,-0.261702048506823,0.078,0.101,1
"RP11-83A24.2",0.157785325702718,0.624237560451452,0.033,0.02,1
"GOLGA4",0.157846149530181,-0.38437982661369,0.057,0.077,1
"HSPA1B",0.158162946858448,1.45929626211674,0.037,0.023,1
"GRN",0.158209227761126,-0.306998787651959,0.08,0.102,1
"WDR41",0.158399658901489,0.539199219799326,0.043,0.029,1
"GGCT",0.158912887551608,-0.497645820001055,0.06,0.079,1
"MLLT6",0.159262011285321,1.10667035394513,0.026,0.015,1
"POLR2A",0.159387369211355,0.720993933873006,0.033,0.02,1
"ZNF444",0.159403661192205,-0.327865395866836,0.017,0.029,1
"CD55",0.159572236983657,-0.35095237154469,0.17,0.196,1
"UBE2E2",0.159662635992887,-0.489739442675377,0.051,0.069,1
"PARVB",0.160312950578399,-0.354723575684627,0.039,0.055,1
"MRPL41",0.160519822409445,-0.25003178653887,0.148,0.178,1
"KLF10",0.160553505690834,0.431550356466732,0.07,0.052,1
"RHOH",0.160819965056949,0.326438155496494,0.315,0.289,1
"C14orf159",0.161130337071084,0.842855920517407,0.02,0.01,1
"IL6",0.161149054114204,-0.253064206327924,0.033,0.02,1
"MTFP1",0.161204152575447,-0.655852034181656,0.037,0.052,1
"PINX1",0.16120415657392,-0.517681518087971,0.037,0.052,1
"MAEA",0.161267985704378,0.41605553602521,0.039,0.025,1
"GTF2B",0.161682651651546,0.427510227074905,0.142,0.119,1
"RP11-296O14.3",0.162181189072174,-2.1023603160519,0.004,0.01,1
"KIAA1919",0.162478652030767,-1.86097765518892,0.004,0.01,1
"PWWP2B",0.162478652030767,-2.05205835811349,0.004,0.01,1
"TADA1",0.16277652643306,-2.1554631626726,0.004,0.01,1
"AMN",0.163074812556054,-1.90158475525597,0.004,0.01,1
"FAM174A",0.163373510676324,-1.96412597124778,0.004,0.01,1
"RP1-3J17.3",0.163373510676324,-1.66113548092675,0.004,0.01,1
"TRAF3",0.163387428875556,-0.393624250390699,0.051,0.069,1
"S100A9",0.163672621070022,-2.25761255931581,0.004,0.01,1
"KIAA1524",0.163672621070022,-1.84399377400179,0.004,0.01,1
"MTERFD3",0.163672621070022,-1.79499423940366,0.004,0.01,1
"ZNF547",0.163672621070022,-1.67433449636724,0.004,0.01,1
"RHBDD3",0.163672621070022,-1.62403646695064,0.004,0.01,1
"POFUT2",0.163672621070022,-1.80244136509983,0.004,0.01,1
"NDC1",0.163972144012872,-1.59070189708189,0.004,0.01,1
"ZNF445",0.163972144012872,-1.71691096967472,0.004,0.01,1
"NPHP3",0.163972144012872,-1.444969348487,0.004,0.01,1
"SMCR5",0.163972144012872,-1.38931604037521,0.004,0.01,1
"EFCAB7",0.164272079780168,-0.827449292573381,0.004,0.01,1
"ZBTB14",0.164272079780168,-1.56741292387745,0.004,0.01,1
"ST6GALNAC3",0.164572428646778,-1.24364328731833,0.004,0.01,1
"EPT1",0.164572428646778,-1.372529762814,0.004,0.01,1
"FAM213A",0.164572428646778,-1.44487505411515,0.004,0.01,1
"RP13-1032I1.7",0.164572428646778,-1.66391739361159,0.004,0.01,1
"BIRC2",0.164856778367549,-0.393873670057487,0.04,0.057,1
"GBA2",0.164873190887137,-1.38994516124944,0.004,0.01,1
"SGPL1",0.164873190887137,-1.37937686944186,0.004,0.01,1
"ZNF563",0.164873190887137,-1.23526824643124,0.004,0.01,1
"JOSD2",0.164890453113548,-0.36928460844562,0.043,0.06,1
"ZNF879",0.165174366775247,-1.11806401580859,0.004,0.01,1
"SLC39A13",0.165174366775247,-1.43738511968827,0.004,0.01,1
"THAP8",0.165174366775247,-1.50317753616699,0.004,0.01,1
"SZT2",0.165475956584678,-1.10481852921571,0.004,0.01,1
"ZBTB11-AS1",0.165475956584678,-1.09499795873011,0.004,0.01,1
"IER3",0.165475956584678,-0.991406235897005,0.004,0.01,1
"HECA",0.165475956584678,-1.19575311262276,0.004,0.01,1
"UBN2",0.165475956584678,-0.889040065407783,0.004,0.01,1
"ZFYVE1",0.165475956584678,-1.32769219279,0.004,0.01,1
"CKS1B",0.16556252226583,0.370365822090366,0.119,0.094,1
"CSTF1",0.165610506133809,-0.757848486519731,0.044,0.06,1
"DYM",0.165777769532401,0.655421853596817,0.026,0.015,1
"CTAGE5",0.165777960588561,-1.29979840846406,0.004,0.01,1
"DUOX1",0.165777960588561,-1.22984681848849,0.004,0.01,1
"GINS2",0.165777960588561,-1.09290062157567,0.004,0.01,1
"LINC00649",0.165777960588561,-0.714952962613087,0.004,0.01,1
"POLR2K",0.165852858558594,0.404200376812739,0.142,0.117,1
"EBLN2",0.166080379059596,-1.01464348473481,0.004,0.01,1
"PEMT",0.166080379059596,-1.05795851695328,0.004,0.01,1
"SUPT4H1",0.166319158894086,-0.357530781634957,0.213,0.242,1
"MTHFR",0.16638321227004,-0.264495277336234,0.004,0.01,1
"FAM193A",0.16638321227004,-1.18509020174257,0.004,0.01,1
"LINC01003",0.16638321227004,-0.670780827132641,0.004,0.01,1
"FAM98B",0.16638321227004,-0.959524783494143,0.004,0.01,1
"USB1",0.166385066435295,-0.503835514906919,0.035,0.05,1
"ZNF180",0.166686460491713,-0.705909675500995,0.004,0.01,1
"HIVEP2",0.166863689740732,0.916919902531337,0.017,0.008,1
"SAFB2",0.166900307135271,-0.281382308893324,0.043,0.06,1
"FAHD1",0.167140679762386,-0.740327360587878,0.033,0.047,1
"C12orf5",0.167172159552557,-0.552498858826309,0.037,0.052,1
"MTMR9",0.168005689220883,-1.34156469059792,0.03,0.044,1
"NR2C2AP",0.168243577543941,-0.541151640923536,0.047,0.064,1
"USP1",0.168344559837905,-0.262253516624924,0.072,0.092,1
"KPNA1",0.16870113916287,-0.420294996805969,0.051,0.069,1
"RSRC1",0.168835305275497,0.678838124782156,0.044,0.03,1
"TRA2A",0.168849413474033,0.745470053864621,0.056,0.04,1
"WDR3",0.169127992672925,-0.26026156112343,0.04,0.057,1
"DDX56",0.169208955236053,-0.359309508293525,0.061,0.081,1
"TP53BP1",0.169682376432865,0.698835934905262,0.017,0.008,1
"ZW10",0.169900668259317,0.89558786260599,0.017,0.008,1
"PSMG1",0.169915059867846,-0.329494785447208,0.052,0.07,1
"ZSCAN32",0.170119170531077,0.893878651717642,0.017,0.008,1
"HAGH",0.170272964598573,-0.484774986923499,0.05,0.067,1
"PELI1",0.170427688798832,0.618994467498388,0.04,0.027,1
"ASUN",0.170524547290918,-0.428829405990107,0.037,0.052,1
"ARL3",0.170727956620964,-0.382296172426652,0.039,0.055,1
"SYTL1",0.170993082215812,-0.634722013693409,0.031,0.045,1
"DKC1",0.171107053578796,-0.310496634484281,0.128,0.156,1
"FTSJ1",0.171279870421181,-0.576094726834145,0.034,0.049,1
"CCDC124",0.171370678235433,-0.307758930191876,0.103,0.128,1
"PRKD3",0.172183951674678,-0.407925916622192,0.031,0.045,1
"DYNLRB1",0.172434132307556,-0.348164227505847,0.131,0.156,1
"ARHGAP18",0.172536612020472,0.504170058177658,0.017,0.008,1
"PPP1CC",0.17260605490641,0.3135931124009,0.239,0.211,1
"HNRNPH3",0.173104788872408,-0.361953907455,0.114,0.138,1
"KDM4B",0.173427353912986,-0.520840519696715,0.067,0.086,1
"TRAF4",0.17413821761538,-0.293523269500551,0.072,0.092,1
"YAF2",0.174251496101748,-0.436207377762807,0.051,0.069,1
"TXNL4A",0.174459075860667,-0.347339945622936,0.084,0.106,1
"STX8",0.17452643198826,-0.718299162496756,0.043,0.059,1
"CEPT1",0.174568127073551,0.731605385563914,0.07,0.054,1
"KAT6A",0.174592811111957,0.686219785006009,0.03,0.018,1
"C19orf60",0.174637120839572,-0.623887323170538,0.061,0.081,1
"AASDHPPT",0.174672717371279,0.685418519669746,0.07,0.054,1
"NSMCE4A",0.175032520063399,-0.338686956215261,0.091,0.114,1
"COQ10B",0.175356454482176,0.409684655505614,0.076,0.057,1
"ERV3-1",0.175426066058547,0.424873907666135,0.056,0.04,1
"FLAD1",0.175752224510978,-0.533925496632159,0.06,0.079,1
"CCDC126",0.177181256590796,0.729522108606491,0.034,0.022,1
"GTPBP1",0.177344468075333,0.8097464523836,0.023,0.013,1
"CEP170",0.177425000463686,-0.655814997802332,0.03,0.044,1
"WBP4",0.177478795962495,-0.295944307212034,0.034,0.049,1
"C1orf131",0.177690959296664,-0.562598098561581,0.055,0.072,1
"RP11-403I13.8",0.177711536344381,1.21612716701401,0.014,0.007,1
"FUOM",0.177953967301047,0.884501045959516,0.034,0.022,1
"EBNA1BP2",0.177961570500342,-0.294981854562674,0.159,0.186,1
"PURA",0.17820632591353,1.48685463537043,0.014,0.007,1
"RELA",0.178900852312465,-0.384964675393563,0.033,0.047,1
"AP003774.1",0.178918829190144,-1.70067329519856,0.005,0.012,1
"DDX52",0.179053527379211,-0.331274598121193,0.051,0.069,1
"DNAJC5",0.179208630298284,-1.70641760590385,0.005,0.012,1
"RP11-119B16.2",0.179447784225195,0.781060723887179,0.014,0.007,1
"ZNF720",0.179773456290916,-0.39064690615753,0.033,0.047,1
"SLC35E1",0.179789279383238,-1.78896909139039,0.005,0.012,1
"ETAA1",0.180195738951892,1.26391249297666,0.014,0.007,1
"CEP57L1",0.180445571190623,0.87955750647955,0.014,0.007,1
"GMDS",0.180487120785348,0.722549948682592,0.042,0.029,1
"SURF2",0.180526237686453,-0.580061048579009,0.08,0.099,1
"DEF6",0.180627234972567,-0.54503891149734,0.03,0.044,1
"RUNX3",0.180694322004246,0.564238558017074,0.065,0.049,1
"FRS2",0.180946007366374,1.03041834119894,0.014,0.007,1
"PARM1",0.181196611537269,0.737909326288095,0.014,0.007,1
"TRAK1",0.181247017529997,-1.28144690145032,0.005,0.012,1
"PIF1",0.181247017529997,-1.79743867049091,0.005,0.012,1
"ANKLE1",0.181247017529997,-1.33226485296051,0.005,0.012,1
"TMEM138",0.181278748522065,-0.42087608452982,0.043,0.059,1
"ZNF101",0.181329309386131,0.641850517775744,0.023,0.013,1
"IL6ST",0.181447473252453,0.893721447936441,0.014,0.007,1
"ARID3B",0.181447473252453,0.821554344148214,0.014,0.007,1
"TLK2",0.181447473252453,0.859371585948826,0.014,0.007,1
"SH3TC1",0.181539615004957,-1.33461549990248,0.005,0.012,1
"ENO2",0.181539615004957,-1.26996198271094,0.005,0.012,1
"RASGRP1",0.181539615004957,-1.28519323754236,0.005,0.012,1
"ZIK1",0.181539615004957,-1.11367299767268,0.005,0.012,1
"TTC14",0.181595719429083,-0.566902304459268,0.061,0.079,1
"ZMAT3",0.181832562859922,-1.27780312198589,0.005,0.012,1
"ARFGAP1",0.181832562859922,-1.10833161203423,0.005,0.012,1
"ARL6IP6",0.182061107113955,0.429964261712094,0.106,0.086,1
"GALNT3",0.182095803546801,0.422505845689297,0.023,0.013,1
"MCM4",0.182125861279126,-1.235143986715,0.005,0.012,1
"ZNF16",0.182125861279126,-1.27968822972224,0.005,0.012,1
"PIGB",0.182125861279126,-1.04712092536088,0.005,0.012,1
"C15orf39",0.18241951044646,-1.17875553990634,0.005,0.012,1
"MCTP2",0.18241951044646,-1.0614942781774,0.005,0.012,1
"USPL1",0.182453497882846,0.585072350008203,0.014,0.007,1
"MBNL1",0.18247984042803,0.354432123602366,0.06,0.044,1
"ELOVL1",0.18251103891585,-0.575296340339529,0.029,0.042,1
"COPS7A",0.182642940789452,0.526918289381979,0.034,0.022,1
"SMN2",0.183007861759367,-1.03314909195914,0.005,0.012,1
"WASL",0.183007861759367,-1.1209651760622,0.005,0.012,1
"NPW",0.183007861759367,-1.16219517530442,0.005,0.012,1
"DFFA",0.183126966040755,0.404532335753,0.06,0.044,1
"ACAT1",0.183233010684067,-0.617097859798716,0.054,0.07,1
"SLC39A10",0.183302564271002,-1.12278838131211,0.005,0.012,1
"EID2B",0.183302564271002,-1.07531869099636,0.005,0.012,1
"RP11-544A12.8",0.183893023917198,-1.01220843202916,0.005,0.012,1
"PTPN9",0.183893023917198,-1.00101644516986,0.005,0.012,1
"FAM221A",0.184188781415745,-0.702943867287518,0.005,0.012,1
"ARHGEF7",0.18448489094,-0.701908842110301,0.005,0.012,1
"CEP152",0.18448489094,-0.927471821204613,0.005,0.012,1
"ZNF652",0.184781352671084,-0.809289787908548,0.005,0.012,1
"MRPL1",0.185261968033773,0.564584936998181,0.087,0.069,1
"MAPKAPK5",0.185554268822704,0.592628914861785,0.056,0.04,1
"CENPW",0.185567495156951,1.91777941651193,0.012,0.005,1
"FAM122C",0.185567495156951,1.87167876161775,0.012,0.005,1
"TPP2",0.186225824110617,-0.590032402729606,0.025,0.037,1
"FCRL3",0.186286332143828,-0.43099770767513,0.029,0.042,1
"SUDS3",0.18648439459948,0.291129376649767,0.089,0.069,1
"SLC25A32",0.186963881712739,0.871447792194697,0.051,0.037,1
"BRMS1L",0.186996581634031,1.30062726614769,0.012,0.005,1
"PPIH",0.18707992990871,-0.428977245380624,0.048,0.065,1
"BAZ2A",0.187181710261879,0.540280224167577,0.034,0.022,1
"CCR1",0.18757048650585,1.37236531300428,0.012,0.005,1
"IMPAD1",0.18757048650585,1.20519934363134,0.012,0.005,1
"DIP2B",0.18785792605598,1.20477814587903,0.012,0.005,1
"CAMKK2",0.18785792605598,1.26740095910327,0.012,0.005,1
"ASPHD2",0.18785792605598,1.31773298726478,0.012,0.005,1
"METTL4",0.187935188228467,0.925485393446561,0.027,0.017,1
"ATOX1",0.1880129608898,0.536089585112521,0.104,0.086,1
"LAPTM4B",0.188145690556499,0.992591394781992,0.012,0.005,1
"TMEM62",0.188145690556499,1.16041531195155,0.012,0.005,1
"SH3BP2",0.18843378016271,1.10535030110377,0.012,0.005,1
"CSNK1G1",0.188722195029614,1.12277816652973,0.012,0.005,1
"TADA3",0.188784380881664,-0.548287502343143,0.04,0.055,1
"ACTR10",0.188927691182862,-0.565208435272953,0.11,0.133,1
"SMG1",0.188933595978985,-0.491840672927566,0.029,0.042,1
"ZNHIT1",0.189182696979526,-0.331414305111636,0.103,0.126,1
"TLN1",0.189293170594738,-0.37365915514005,0.065,0.084,1
"MFSD9",0.189300001163975,1.06849701860387,0.012,0.005,1
"POLB",0.190198302314342,0.354179815119563,0.027,0.017,1
"CD72",0.191065028305792,0.303396789912021,0.095,0.076,1
"ATMIN",0.191081965826627,-1.53364015702918,0.007,0.013,1
"WDR34",0.191312865320981,-0.741881529644662,0.023,0.035,1
"AP1S3",0.191337541394731,0.499037891744757,0.038,0.025,1
"ORMDL3",0.191383036286894,0.732158114853273,0.027,0.017,1
"SNRPA",0.191433986089243,-0.448630358405266,0.026,0.039,1
"U2SURP",0.191584379286852,0.294171720174027,0.161,0.138,1
"GNPNAT1",0.191748657443955,0.577733314335473,0.027,0.017,1
"TNRC6B",0.191818002486034,-0.419417365366394,0.047,0.064,1
"MYADM",0.191916249655594,0.759004301218806,0.012,0.005,1
"ASPH",0.191923051940883,-1.73306971192724,0.007,0.013,1
"ING5",0.191931660562127,0.69639403678287,0.027,0.017,1
"QSOX1",0.192204018122128,-1.63088816605928,0.007,0.013,1
"FXN",0.192222101222624,-0.553042329704296,0.039,0.054,1
"NANP",0.192485286598604,-1.23139897867236,0.007,0.013,1
"PHRF1",0.192766857504102,-1.1248830079888,0.007,0.013,1
"PRDM4",0.192766857504102,-1.18019125536409,0.007,0.013,1
"JMJD6",0.192878392957811,-0.507591308473258,0.039,0.054,1
"ZADH2",0.193048730972144,-2.35579964661139,0.007,0.013,1
"KLC4",0.193330907135985,-1.27958383129602,0.007,0.013,1
"DNAL1",0.193330907135985,-1.05910788421662,0.007,0.013,1
"HDAC10",0.193330907135985,-1.14597174622029,0.007,0.013,1
"ZNF281",0.193506706793767,0.61675997891822,0.076,0.059,1
"PUS10",0.193613386128609,-1.10430836801468,0.007,0.013,1
"WDR37",0.193613386128609,-0.753685742184879,0.007,0.013,1
"CD3G",0.193613386128609,-1.36744843631143,0.007,0.013,1
"POP7",0.193757512980546,-0.298103514438404,0.059,0.077,1
"KIAA1009",0.193767695708957,0.752659218330361,0.021,0.012,1
"ZNF302",0.193783467129966,-0.322840084124347,0.029,0.042,1
"TBCCD1",0.193896168082735,-1.0689498510093,0.007,0.013,1
"UNC50",0.194054548170052,-0.406589734135181,0.097,0.117,1
"SFT2D1",0.19444580211783,0.274925182589862,0.242,0.218,1
"KDM4A",0.194462641405004,-0.919947151438638,0.007,0.013,1
"ZNF586",0.194462641405004,-0.921706434774297,0.007,0.013,1
"MAGOHB",0.19466620212303,0.296964408729595,0.133,0.111,1
"HIPK1",0.194746333037228,-1.41858246634343,0.007,0.013,1
"RNASEK",0.194746333037228,-1.16680279395176,0.007,0.013,1
"PITPNC1",0.194746333037228,-0.943813757274417,0.007,0.013,1
"MSH3",0.195030328159115,-1.02262926183292,0.007,0.013,1
"CDK5",0.195030328159115,-0.935708382016529,0.007,0.013,1
"SGPP1",0.195265684059218,0.772615773673797,0.021,0.012,1
"CD14",0.195314626902025,-1.03890472091896,0.007,0.013,1
"C14orf80",0.195314626902025,-1.11458193803104,0.007,0.013,1
"TMEM156",0.195559806884621,0.579183453105322,0.063,0.047,1
"YWHAZ",0.19556074457275,-0.291534672973921,0.144,0.168,1
"GOLPH3L",0.195599229397047,-0.875950918026356,0.007,0.013,1
"NEK4",0.195599229397047,-0.87519899900592,0.007,0.013,1
"RBBP4",0.19611292465004,-0.376061456133445,0.089,0.109,1
"AIFM1",0.196169346166416,-0.782759187452271,0.007,0.013,1
"ATXN2",0.196169346166416,-0.86511805835277,0.007,0.013,1
"DDX6",0.196185221648864,-0.277468658721351,0.076,0.096,1
"TOLLIP",0.196412967258487,-0.374755227651312,0.04,0.055,1
"CTA-29F11.1",0.196454860701572,-0.684474260558942,0.007,0.013,1
"DIS3L",0.196740679510458,-0.685215580499781,0.007,0.013,1
"THAP5",0.196787868263007,-0.804509993697193,0.022,0.034,1
"CDIP1",0.196945456673515,-0.391652953051127,0.026,0.039,1
"IMMT",0.19706849779289,-0.416346789959812,0.052,0.069,1
"SCNM1",0.197098429137905,-0.33671651975319,0.11,0.133,1
"CHD7",0.197112624383008,-0.349284321098394,0.027,0.04,1
"ENY2",0.197237809700216,0.269813348491319,0.268,0.243,1
"COBLL1",0.197258717146748,-0.562747328280809,0.023,0.035,1
"PGS1",0.197321273294997,-0.524374286359969,0.025,0.037,1
"ADD1",0.197402818850588,-0.459299878126908,0.025,0.037,1
"SLC2A6",0.197508616159873,-1.53838520078479,0.008,0.015,1
"PBDC1",0.197530105449054,-0.356095892473492,0.09,0.111,1
"LZIC",0.197688061888289,0.883815148780558,0.043,0.03,1
"KLHDC3",0.197848893175844,-0.326934796014784,0.043,0.059,1
"DUSP22",0.197865919734295,-0.386100260062158,0.063,0.081,1
"DCLRE1C",0.197967426357265,0.5575323057144,0.046,0.032,1
"RP11-796E2.4",0.199285574028765,0.756327354706903,0.031,0.02,1
"PRKAR1A",0.199360393571378,-0.274742946503748,0.192,0.218,1
"MTMR2",0.199374424692145,0.524506178875718,0.021,0.012,1
"ZNF639",0.199385373754734,-1.20078591989697,0.008,0.015,1
"C21orf2",0.199438736721763,-0.542539612101862,0.023,0.035,1
"MARCH2",0.199654542078611,-1.40988722696595,0.008,0.015,1
"C5orf45",0.199711431276695,-0.587733679477111,0.022,0.034,1
"MDM2",0.200193674827034,-1.25968727773233,0.008,0.015,1
"ABHD10",0.200463639456141,-1.03005483506905,0.008,0.015,1
"RAB33A",0.200463639456141,-1.388297581272,0.008,0.015,1
"ZNF266",0.200463639456141,-1.29633722501247,0.008,0.015,1
"TMEM259",0.200535317817527,-0.453106937269024,0.023,0.035,1
"MARCH5",0.200567645800686,-0.566440858722877,0.05,0.065,1
"ZFP90",0.201004365733956,-1.08296923995872,0.008,0.015,1
"UBFD1",0.201040691715256,0.765387372438769,0.031,0.02,1
"SKAP1",0.201275127585947,-1.2258102121924,0.008,0.015,1
"COX19",0.201458665709275,-0.382610624858478,0.078,0.097,1
"DAK",0.201546155381825,-1.01061343433355,0.008,0.015,1
"RPUSD1",0.201555395021805,-0.703925793289027,0.02,0.03,1
"NPRL3",0.201603433130774,-0.682622023858524,0.021,0.032,1
"MESDC2",0.201686444451094,0.375427979632668,0.121,0.101,1
"GALNT1",0.201721172756658,-0.518034166831358,0.023,0.035,1
"CDK2AP2",0.201993319644716,-0.368221010830345,0.119,0.141,1
"CCDC57",0.202108079923944,-0.872704034414017,0.02,0.03,1
"ARL2",0.202285345068467,-0.325745399308791,0.131,0.154,1
