"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","5/181","86/18860",0.0581395348837209,6.05807529230374,4.62783552185405,0.00143222065213698,0.019666083578268,0.0168024528119975,"TNFSF10/PMAIP1/SP100/CFLAR/FAS",5
"GO:0010332","GO:0010332","response to gamma radiation","4/181","53/18860",0.0754716981132075,7.86406754925467,4.92585391496263,0.00166524260623695,0.0226612085716366,0.019361449684294,"CXCL10/TREX1/PML/SOD2",4
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","5/181","89/18860",0.0561797752808989,5.8538705071699,4.51815671946295,0.00166809209532799,0.0226612085716366,0.019361449684294,"CXCL10/CXCL11/CCL8/CCL2/HIF1A",5
"GO:0019083","GO:0019083","viral transcription","3/181","25/18860",0.12,12.5038674033149,5.66569075275974,0.00171161975971036,0.0230077729805276,0.0196575499273106,"IFITM3/SP100/TRIM21",3
"GO:1903902","GO:1903902","positive regulation of viral life cycle","3/181","25/18860",0.12,12.5038674033149,5.66569075275974,0.00171161975971036,0.0230077729805276,0.0196575499273106,"LGALS9/TRIM21/TRIM38",3
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","9/181","284/18860",0.0316901408450704,3.30207765932612,3.84790946892853,0.00173168516066182,0.0230855592208194,0.0197240095061446,"BST2/MNDA/TNFSF13B/LGALS9/CD38/CCL8/IRF1/IDO1/MYD88",9
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","6/181","132/18860",0.0454545454545455,4.73631341034656,4.24039555490803,0.00173548448331923,0.0230855592208194,0.0197240095061446,"GBP4/GBP2/CASP4/GSDMD/GBP7/MYD88",6
"GO:0009435","GO:0009435","NAD+ biosynthetic process","3/181","26/18860",0.115384615384615,12.0229494262643,5.53649627991953,0.00192130955630368,0.0254249979626922,0.0217227963469731,"PARP9/IDO1/PARP10",3
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","4/181","58/18860",0.0689655172413793,7.1861306915603,4.64464868535436,0.00232478567770151,0.0306056836126271,0.0261491085723019,"IRF7/HSH2D/HIF1A/IDO1",4
"GO:0032261","GO:0032261","purine nucleotide salvage","3/181","28/18860",0.107142857142857,11.1641673243883,5.29815189887924,0.00238704807399461,0.0311246162718013,0.0265924780659622,"PARP9/DCK/PARP10",3
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","8/181","242/18860",0.0330578512396694,3.44459157116113,3.76763902498854,0.00238857665985632,0.0311246162718013,0.0265924780659622,"ISG15/NMI/DTX3L/MYCBP2/HIF1A/TANK/TRIM21/PARP10",8
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","4/181","59/18860",0.0677966101694915,7.06433186627961,4.59240623055846,0.00247542325412558,0.0319304595506906,0.027280980360459,"IFI6/TNFSF10/PMAIP1/SOD2",4
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","4/181","59/18860",0.0677966101694915,7.06433186627961,4.59240623055846,0.00247542325412558,0.0319304595506906,0.027280980360459,"TNFSF10/RBCK1/PMAIP1/PML",4
"GO:1990868","GO:1990868","response to chemokine","5/181","98/18860",0.0510204081632653,5.31627015447063,4.21700288311571,0.00254705826463464,0.0325259340393844,0.0277897462241453,"CXCL10/CXCL11/CCL8/CCL2/HIF1A",5
"GO:1990869","GO:1990869","cellular response to chemokine","5/181","98/18860",0.0510204081632653,5.31627015447063,4.21700288311571,0.00254705826463464,0.0325259340393844,0.0277897462241453,"CXCL10/CXCL11/CCL8/CCL2/HIF1A",5
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","3/181","29/18860",0.103448275862069,10.7791960373404,5.18784827528051,0.00264383628664132,0.0334275142380293,0.0285600449307319,"PARP9/IDO1/PARP10",3
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","3/181","29/18860",0.103448275862069,10.7791960373404,5.18784827528051,0.00264383628664132,0.0334275142380293,0.0285600449307319,"PARP9/IDO1/PARP10",3
"GO:1901873","GO:1901873","regulation of post-translational protein modification","8/181","247/18860",0.0323886639676113,3.37486299684613,3.69828737828447,0.00270873045049804,0.0340792983772019,0.0291169210468366,"ISG15/NMI/DTX3L/MYCBP2/HIF1A/TANK/TRIM21/PARP10",8
"GO:0010212","GO:0010212","response to ionizing radiation","6/181","145/18860",0.0413793103448276,4.31167841493618,3.94057002491546,0.00278275554496285,0.0348390081462506,0.0297660074546336,"CXCL10/IFI16/TREX1/PML/SOD2/TANK",6
"GO:0097300","GO:0097300","programmed necrotic cell death","4/181","61/18860",0.0655737704918033,6.83271442804094,4.49148614075448,0.00279656621459947,0.0348411224979856,0.0297678139299857,"RBCK1/ZBP1/CFLAR/FAS",4
"GO:0032640","GO:0032640","tumor necrosis factor production","7/181","196/18860",0.0357142857142857,3.72138910812944,3.76997197421293,0.00289226706060487,0.0356852660521007,0.0304890394947059,"OAS1/OAS2/IFIH1/OAS3/LGALS9/TREX1/MYD88",7
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","7/181","196/18860",0.0357142857142857,3.72138910812944,3.76997197421293,0.00289226706060487,0.0356852660521007,0.0304890394947059,"OAS1/OAS2/IFIH1/OAS3/LGALS9/TREX1/MYD88",7
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","3/181","30/18860",0.1,10.4198895027624,5.08280071626046,0.00291703875889347,0.0358178701452593,0.0306023347529664,"CXCL10/CCL8/CFLAR",3
"GO:0002275","GO:0002275","myeloid cell activation involved in immune response","5/181","102/18860",0.0490196078431373,5.10778897194237,4.0948382500196,0.00302963626764266,0.0370224451079395,0.0316315083496512,"IFI35/NMI/LGALS9/TREX1/MYD88",5
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","5/181","103/18860",0.0485436893203883,5.05819878774875,4.06529481964967,0.00315991813330506,0.038430623392672,0.032834638046824,"IFIH1/LGALS9/UNC93B1/TLR7/MYD88",5
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","7/181","200/18860",0.035,3.64696132596685,3.70449131344472,0.00323446289562256,0.0391507973242655,0.0334499455356726,"FBXO6/PARP9/PMAIP1/SP100/TREX1/PML/DTX3L",7
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","7/181","201/18860",0.0348258706467662,3.62881723976801,3.68838330181743,0.00332465312475069,0.0398646200967759,0.0340598266746142,"OAS1/OAS2/IFIH1/OAS3/LGALS9/TREX1/MYD88",7
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","7/181","201/18860",0.0348258706467662,3.62881723976801,3.68838330181743,0.00332465312475069,0.0398646200967759,0.0340598266746142,"OAS1/OAS2/IFIH1/OAS3/LGALS9/TREX1/MYD88",7
"GO:0032682","GO:0032682","negative regulation of chemokine production","3/181","32/18860",0.09375,9.76864640883978,4.8868303081505,0.00351400498553716,0.0414550691181004,0.0354186861813552,"OAS1/OAS3/LGALS9",3
"GO:0043101","GO:0043101","purine-containing compound salvage","3/181","32/18860",0.09375,9.76864640883978,4.8868303081505,0.00351400498553716,0.0414550691181004,0.0354186861813552,"PARP9/DCK/PARP10",3
"GO:0072525","GO:0072525","pyridine-containing compound biosynthetic process","3/181","32/18860",0.09375,9.76864640883978,4.8868303081505,0.00351400498553716,0.0414550691181004,0.0354186861813552,"PARP9/IDO1/PARP10",3
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","4/181","65/18860",0.0615384615384615,6.41223969400765,4.30263337888222,0.00352222004644784,0.0414550691181004,0.0354186861813552,"LGALS9/TLR7/PRKD2/MYD88",4
"GO:0051289","GO:0051289","protein homotetramerization","4/181","66/18860",0.0606060606060606,6.31508454712875,4.2578890478234,0.00372179948988373,0.0436031004457021,0.0372539369508883,"GBP5/SOD2/SAMHD1/EVL",4
"GO:0032092","GO:0032092","positive regulation of protein binding","2/181","10/18860",0.2,20.8397790055249,6.17736068318111,0.00391837893179978,0.0454888172355302,0.0388650695005787,"DTX3L/TRIM21",2
"GO:0032364","GO:0032364","intracellular oxygen homeostasis","2/181","10/18860",0.2,20.8397790055249,6.17736068318111,0.00391837893179978,0.0454888172355302,0.0388650695005787,"SOD2/HIF1A",2
"GO:0051098","GO:0051098","regulation of binding","5/181","109/18860",0.0458715596330275,4.77976582695524,3.89571998179235,0.00402783812481436,0.0465479573338275,0.0397699853905223,"IFI16/CARD16/PARP9/DTX3L/TRIM21",5
"GO:0016925","GO:0016925","protein sumoylation","4/181","68/18860",0.0588235294117647,6.12934676633084,4.17111171167964,0.00414369404491294,0.0476711468049894,0.0407296242536961,"IFIH1/PML/BCL11A/TRIM38",4
"GO:0141087","GO:0141087","positive regulation of inflammasome-mediated signaling pathway","3/181","34/18860",0.0882352941176471,9.19402014949626,4.70738008357328,0.00418044458336947,0.0478782756319534,0.0409065925009436,"GBP2/GBP5/MYD88",3
